,basin_id,latitude,longitude,pax_strength,regions
585,2463,32.6961,-83.6481,34.242,North America
586,2465,39.2975,-94.7139,11802.329,North America
587,2466,37.2833,-120.5167,13.636,North America
588,2468,43.1558,-93.3358,16.114,North America
589,2470,42.2086,-75.9797,76.186,North America
590,2473,42.3742,-122.8736,1056.772,North America
591,2477,27.7703,-97.5011,656.326,North America
592,2479,39.998,-82.8919,8945.248,North America
593,2488,37.7008,-113.0989,48.504,North America
594,2489,42.3644,-71.0053,44575.763,North America
595,2493,45.5708,-84.7967,58.1,North America
596,2503,33.8297,-116.5067,2644.877,North America
597,2504,43.9919,-76.0217,70.456,North America
598,2506,34.8956,-82.2189,2612.736,North America
599,2508,36.0978,-79.9372,2155.05,North America
600,2513,45.6311,-89.4675,54.562,North America
601,2514,37.3256,-79.9756,722.29,North America
602,2516,35.0731,-77.0431,228.246,North America
603,2517,41.725,-71.4258,4374.209,North America
604,2518,40.6397,-73.7789,242650.324,North America
605,2525,41.8847,-91.7108,1345.44,North America
606,2528,44.8819,-93.2217,39555.611,North America
607,2530,43.1397,-89.3375,2324.06,North America
608,2531,46.2508,-84.4725,48.78,North America
609,2532,28.4294,-81.3089,54586.618,North America
610,2533,32.8969,-97.0381,91853.002,North America
611,2534,39.9025,-84.2194,1691.74,North America
612,2541,62.0478,14.4231,10.533,Europe
613,2542,57.6628,18.3461,446.85,Europe
614,2543,59.2236,15.0381,77.259,Europe
615,2545,56.6856,16.2875,447.785,Europe
616,2546,59.5894,16.6336,109.133,Europe
617,2547,55.5425,13.375,3813.07,Europe
618,2548,55.9217,14.0856,40.444,Europe
619,2551,56.2961,12.8472,869.131,Europe
620,2552,58.7886,16.9122,4940.144,Europe
621,2554,62.5281,17.4439,231.814,Europe
622,2558,60.4219,15.5153,41.295,Europe
623,2563,63.1944,14.5003,473.628,Europe
624,2564,60.9578,14.5114,2.757,Europe
625,2566,60.02,13.5789,3.299,Europe
626,2567,56.9292,14.7281,278.397,Europe
627,2568,58.3181,12.345,72.263,Europe
628,2569,56.2667,15.265,204.679,Europe
629,2570,63.7919,20.2828,960.284,Europe
630,2571,59.6519,17.9186,54007.31,Europe
631,2572,57.6628,12.2797,12891.188,Europe
632,2573,65.5439,22.1219,1162.424,Europe
633,2574,40.4675,50.0467,4730.0,Asia
634,2594,46.485,-84.5094,211.277,North America
635,2596,48.3322,-70.9925,92.657,North America
636,2608,42.2706,-82.9619,319.218,North America
637,2610,46.7911,-71.3933,1789.005,North America
638,2611,46.1614,-60.0478,173.937,North America
639,2614,48.3719,-89.3239,773.457,North America
640,2639,47.6186,-52.7519,1437.381,North America
641,2645,43.0356,-81.1539,683.155,North America
642,2648,49.91,-97.24,4484.248,North America
643,2657,50.7022,-120.4444,361.586,North America
644,2682,43.6772,-79.6306,98619.406,North America
645,2716,51.1139,-114.0203,5957.78,North America
646,2720,45.3225,-75.6692,4969.89,North America
647,2725,49.0253,-122.3606,2925.582,North America
648,2733,52.1708,-106.6997,1488.81,North America
649,2754,50.2819,-63.6114,4.417,North America
650,2762,43.1619,-79.9281,940.105,North America
651,2764,49.7108,-124.8867,401.005,North America
652,2766,49.1939,-123.1844,26871.369,North America
653,2769,50.2233,-66.2656,195.161,North America
654,2777,45.4706,-73.7408,39101.816,North America
655,2792,49.245,28.6103,40.124,Europe
656,2796,50.345,30.8947,17878.181,Europe
657,2800,36.7167,127.4992,3009.051,East Asia
658,2803,37.4692,126.4506,161535.363,East Asia
659,2812,48.1703,17.2128,2306.238,Europe
660,2813,49.0736,20.2411,88.387,Europe
661,2814,48.6631,21.2411,1084.487,Europe
662,2816,34.7181,32.4858,3044.369,Europe
663,2817,34.875,33.6247,8229.346,Europe
664,2818,44.9414,17.2975,149.966,Europe
665,2819,43.8247,18.3314,32.866,Europe
666,2820,44.4586,18.7256,592.384,Europe
667,2821,1.3592,103.9894,68282.84,Southeast Asia
668,2822,24.265,120.6208,2821.967,East Asia
669,2823,24.4297,118.3617,2543.492,East Asia
670,2825,25.0778,121.2328,99693.48,East Asia
671,2826,24.0231,121.6178,118.152,East Asia
672,2827,23.5686,119.6283,2745.338,East Asia
673,2828,22.5772,120.35,7976.091,East Asia
674,2850,50.11,22.0189,772.238,Europe
675,2851,52.4211,16.8264,2412.713,Europe
676,2852,52.1658,20.9672,22137.394,Europe
677,2853,53.5847,14.9022,576.072,Europe
678,2855,50.0778,19.7847,8410.817,Europe
679,2856,50.4742,19.08,4843.889,Europe
680,2857,54.3775,18.4661,5376.12,Europe
681,2858,51.1028,16.8858,3548.016,Europe
682,2859,53.0967,17.9778,425.23,Europe
683,2860,51.7219,19.3981,241.707,Europe
684,2862,35.1597,33.4883,4035.276,Europe
685,2865,58.3075,26.6906,68.322,Europe
686,2867,59.4133,24.8325,3268.918,Europe
687,2873,36.675,-4.4992,19856.299,Europe
688,2874,40.4936,-3.5667,61737.634,Europe
689,2875,39.8625,4.2186,3495.025,Europe
690,2876,37.1886,-3.7772,1251.926,Europe
691,2877,41.9008,2.7606,1932.255,Europe
692,2878,35.2797,-2.9564,434.66,Europe
693,2879,42.77,-1.6464,242.52,Europe
694,2880,41.7061,-4.8519,249.216,Europe
695,2882,28.6264,-17.7556,1483.72,Europe
696,2884,41.2969,2.0783,52693.522,Europe
697,2885,28.0297,-17.2147,77.585,Europe
698,2886,28.4828,-16.3417,5840.483,Europe
699,2887,42.3575,-3.6208,17.688,Europe
700,2888,42.2317,-8.6267,1012.447,Europe
701,2890,43.4269,-3.82,1174.896,Europe
702,2891,37.4181,-5.8931,7544.473,Europe
703,2892,27.8147,-17.8869,268.9,Europe
704,2893,36.7447,-6.06,1120.742,Europe
705,2894,36.8439,-2.37,978.997,Europe
706,2895,42.5889,-5.6556,65.982,Europe
707,2896,28.0444,-16.5725,11168.506,Europe
708,2897,37.775,-0.8125,21.559,Europe
709,2898,41.1475,1.1672,1046.062,Europe
710,2899,38.8728,1.3731,8155.635,Europe
711,2900,41.6661,-1.0417,468.396,Europe
712,2901,38.8914,-6.8214,75.418,Europe
713,2902,28.9456,-13.6053,7292.72,Europe
714,2904,38.2822,-0.5581,15049.464,Europe
715,2905,27.9319,-15.3867,13261.405,Europe
716,2906,28.4528,-13.8639,5635.33,Europe
717,2907,43.3011,-2.9106,6079.826,Europe
718,2911,39.5517,2.7389,29725.189,Europe
719,2920,53.9103,-8.8186,805.532,Europe
720,2921,52.7019,-8.9247,1640.537,Europe
721,2923,51.8414,-8.4911,2585.506,Europe
722,2926,52.1808,-9.5239,369.728,Europe
723,2933,28.9448,50.8346,481.772,Middle East
724,2938,27.2186,56.3778,1217.821,Middle East
725,2965,26.5275,53.9792,3206.496,Middle East
726,2968,26.7519,55.8972,435.193,Middle East
727,3038,-37.8667,175.3319,382.0,Oceania
728,3041,-43.4894,172.5322,13223.638,Oceania
729,3046,-37.0097,174.7917,40223.445,Oceania
730,3056,-46.4147,168.3131,321.0,Oceania
731,3057,-41.3269,174.8069,6414.588,Oceania
732,3059,-41.5178,173.8692,317.0,Oceania
733,3060,-40.32,175.6136,687.142,Oceania
734,3061,-45.9292,170.1975,1077.475,Oceania
735,3063,-37.6733,176.1986,740.443,Oceania
736,3065,37.4667,15.0639,10223.113,Europe
737,3067,36.815,11.9681,165.118,Europe
738,3068,43.6828,10.3956,5389.424,Europe
739,3069,45.3964,10.8881,7086.104,Europe
740,3071,40.8844,14.2908,21146.78,Europe
741,3072,38.9083,16.2417,2978.057,Europe
742,3073,41.1381,16.765,10755.214,Europe
743,3074,37.9075,12.4942,790.102,Europe
744,3075,38.9967,17.0792,169.78,Europe
745,3076,44.0194,12.6094,782.583,Europe
746,3077,44.4133,8.8375,2998.509,Europe
747,3080,43.0972,12.5103,426.95,Europe
748,3081,43.8086,11.2028,5578.901,Europe
749,3082,45.2025,7.6494,3952.159,Europe
750,3083,45.8275,13.4722,812.06,Europe
751,3084,40.6303,8.2897,1390.391,Europe
752,3085,45.5053,12.3519,14816.325,Europe
753,3086,44.5308,11.2969,9405.187,Europe
754,3087,38.0719,15.6536,365.391,Europe
755,3088,39.2514,9.0578,4747.806,Europe
756,3089,43.6167,13.3603,489.835,Europe
757,3090,38.1819,13.0994,13637.302,Europe
758,3091,46.4608,11.3267,10.612,Europe
759,3093,45.63,8.7231,76362.614,Europe
760,3094,40.8986,9.5178,5894.115,Europe
761,3095,42.4317,14.1867,702.653,Europe
762,3096,40.6606,17.9481,5255.341,Europe
763,3097,44.8222,10.2953,141.318,Europe
764,3098,44.5475,7.6231,177.18,Europe
765,3099,41.8003,12.2389,49412.069,Europe
766,3100,36.9947,14.6069,679.784,Europe
767,3103,34.7819,139.3603,46.797,East Asia
768,3106,35.5522,139.7797,166103.196,East Asia
769,3109,35.53,134.1667,81.776,East Asia
770,3110,34.7569,133.8553,3098.412,East Asia
771,3119,33.115,139.7858,412.11,East Asia
772,3123,33.5461,133.6694,3183.165,East Asia
773,3126,34.1328,134.6067,2344.672,East Asia
774,3127,35.7647,140.3864,44045.067,East Asia
775,3129,32.9169,129.9136,1553.001,East Asia
776,3131,33.6622,135.3644,351.926,East Asia
777,3133,34.1353,132.2356,986.446,East Asia
778,3137,33.8272,132.6997,6060.499,East Asia
779,3139,33.8458,131.0347,5332.234,East Asia
780,3144,34.4361,132.9194,3136.813,East Asia
781,3145,34.2142,134.0156,4139.059,East Asia
782,3147,33.5858,130.4506,47336.427,East Asia
783,3151,34.4272,135.2442,99304.057,East Asia
784,3154,33.75,129.7833,67.336,East Asia
785,3161,43.0614,74.4775,2167.759,Asia
786,3179,24.4331,54.6511,21160.0,Middle East
787,3181,25.2528,55.3644,101645.868,Middle East
788,3194,-31.7108,-60.8114,153.559,South America
789,3205,-34.8222,-58.5358,38296.179,South America
790,3216,-32.9036,-60.7844,760.448,South America
791,3232,26.2708,50.6336,9578.797,Middle East
792,3233,40.1472,44.3958,3048.859,Europe / Asia
